Stream,Interest,Math_Score,Communication_Score,Technical_Skill_Score,Creativity_Score,Aptitude_Score,Skill_Level,Recommended_Career
PCB,Medical,63,43,76,62,59,Beginner,Doctor
PCMB,Research,62,55,51,61,95,Advanced,Genetic Engineer
PCB,Research,97,66,85,49,60,Beginner,Biotechnologist
Commerce,Business,83,47,100,97,69,Intermediate,Business Analyst
PCM,Data,48,63,57,61,93,Advanced,Data Scientist
Arts,Design,62,73,54,78,41,Beginner,Journalist
PCMB,Biotech,77,96,67,42,66,Intermediate,Biomedical Engineer
PCMB,Research,74,90,99,72,76,Intermediate,Bioinformatics Scientist
Commerce,Business,98,60,67,54,93,Advanced,Business Analyst
PCB,Healthcare,97,98,83,91,81,Advanced,Doctor
PCM,Data,46,54,51,63,44,Beginner,Software Developer
Commerce,Finance,60,46,75,77,73,Intermediate,Chartered Accountant
PCMB,Research,68,87,40,96,95,Advanced,Bioinformatics Scientist
PCM,Data,56,71,91,65,46,Beginner,Civil Engineer
PCM,AI,71,63,94,49,41,Beginner,Data Scientist
PCM,Data,63,87,52,72,75,Intermediate,Mechanical Engineer
PCM,Engineering,63,70,98,90,95,Advanced,Data Scientist
PCB,Medical,69,78,88,68,51,Beginner,Nurse
PCMB,AI,72,81,72,87,96,Advanced,Biomedical Engineer
Arts,Human Behavior,92,86,77,79,95,Advanced,Graphic Designer
Arts,Human Behavior,40,62,89,61,42,Beginner,Journalist
Commerce,Marketing,75,91,60,42,57,Beginner,Chartered Accountant
Commerce,Marketing,89,67,61,75,85,Advanced,Business Analyst
PCB,Medical,79,50,89,91,90,Advanced,Nurse
PCMB,AI,92,68,41,56,86,Advanced,Genetic Engineer
Arts,Design,67,80,95,89,98,Advanced,Psychologist
PCM,Data,85,94,50,71,41,Beginner,AI Engineer
PCM,Data,59,92,83,84,48,Beginner,Mechanical Engineer
Commerce,Finance,52,93,91,67,84,Advanced,Business Analyst
PCM,Technology,67,94,71,65,63,Intermediate,Civil Engineer
Commerce,Business,96,65,71,74,76,Intermediate,Financial Analyst
Commerce,Business,88,90,59,78,51,Beginner,Financial Analyst
Arts,Writing,42,42,64,71,87,Advanced,Graphic Designer
Arts,Writing,76,94,99,88,83,Advanced,Lawyer
Commerce,Finance,99,83,59,67,73,Intermediate,Financial Analyst
PCM,AI,60,50,63,73,84,Advanced,Data Scientist
PCB,Research,100,100,96,82,96,Advanced,Doctor
Commerce,Marketing,64,91,74,41,93,Advanced,Business Analyst
PCB,Healthcare,90,68,42,92,81,Advanced,Nurse
PCB,Healthcare,55,82,76,52,75,Intermediate,Microbiologist
PCM,Technology,91,99,88,75,52,Beginner,Civil Engineer
PCM,AI,75,80,47,42,56,Beginner,Data Scientist
PCMB,Research,90,87,92,49,77,Intermediate,Biomedical Engineer
Commerce,Finance,95,94,93,82,95,Advanced,Financial Analyst
PCB,Research,91,61,74,81,68,Intermediate,Microbiologist
PCB,Research,54,74,91,89,88,Advanced,Nurse
Arts,Design,80,42,70,48,84,Advanced,Lawyer
Commerce,Finance,82,61,73,94,81,Advanced,Business Analyst
Commerce,Marketing,89,41,88,82,42,Beginner,Financial Analyst
PCMB,Research,84,55,89,62,42,Beginner,Bioinformatics Scientist
PCM,Technology,61,78,58,68,46,Beginner,Data Scientist
Arts,Design,49,98,57,88,73,Intermediate,Lawyer
PCMB,Biotech,49,73,89,62,98,Advanced,Genetic Engineer
PCM,Engineering,46,63,89,88,84,Advanced,Software Developer
PCMB,Research,94,74,81,64,61,Intermediate,Biomedical Engineer
PCMB,AI,57,48,47,89,59,Beginner,Biomedical Engineer
PCB,Medical,88,64,53,95,81,Advanced,Nutritionist
PCB,Healthcare,72,63,76,50,74,Intermediate,Microbiologist
PCB,Medical,48,46,77,46,54,Beginner,Nurse
PCB,Research,49,100,63,91,93,Advanced,Nutritionist
PCB,Medical,76,62,94,95,68,Intermediate,Nurse
PCMB,Biotech,91,68,90,53,97,Advanced,Biomedical Engineer
Arts,Writing,86,80,54,87,56,Beginner,Journalist
PCB,Medical,96,54,52,59,50,Beginner,Doctor
Arts,Design,57,57,46,67,64,Intermediate,Journalist
Commerce,Business,59,75,46,76,54,Beginner,Investment Banker
Arts,Design,48,100,48,47,53,Beginner,Graphic Designer
PCMB,AI,90,71,41,76,93,Advanced,Bioinformatics Scientist
PCMB,Biotech,81,63,61,73,64,Intermediate,Biomedical Engineer
PCMB,Biotech,44,69,72,99,93,Advanced,Biomedical Engineer
Arts,Human Behavior,87,80,68,77,79,Intermediate,Journalist
Commerce,Business,100,42,99,95,55,Beginner,Financial Analyst
PCMB,AI,59,79,95,69,71,Intermediate,Biomedical Engineer
Commerce,Business,93,94,70,100,67,Intermediate,Investment Banker
PCB,Medical,57,92,85,79,44,Beginner,Pharmacist
PCMB,Biotech,77,84,78,74,85,Advanced,Genetic Engineer
Commerce,Finance,100,50,70,47,80,Intermediate,Business Analyst
Arts,Human Behavior,48,64,52,50,72,Intermediate,Lawyer
Arts,Design,41,69,84,82,82,Advanced,Lawyer
Arts,Human Behavior,86,95,71,41,92,Advanced,Graphic Designer
Arts,Writing,64,40,48,86,49,Beginner,Graphic Designer
PCMB,Biotech,64,94,60,75,43,Beginner,Genetic Engineer
PCB,Research,67,96,56,98,51,Beginner,Pharmacist
PCMB,AI,46,63,78,58,96,Advanced,Bioinformatics Scientist
PCB,Healthcare,100,57,47,61,62,Intermediate,Pharmacist
Arts,Writing,79,42,49,88,80,Intermediate,Journalist
PCM,Data,68,75,40,57,78,Intermediate,Software Developer
PCMB,Biotech,65,40,58,64,42,Beginner,Bioinformatics Scientist
PCMB,Biotech,90,48,60,76,88,Advanced,Bioinformatics Scientist
Arts,Human Behavior,57,100,61,74,47,Beginner,Graphic Designer
PCMB,Research,100,48,44,91,82,Advanced,Genetic Engineer
Arts,Design,83,75,56,74,81,Advanced,Psychologist
PCM,Data,54,45,43,48,68,Intermediate,Data Scientist
PCMB,Research,69,86,54,61,43,Beginner,Genetic Engineer
PCB,Healthcare,40,61,67,83,78,Intermediate,Doctor
Commerce,Finance,50,96,46,40,58,Beginner,Financial Analyst
PCB,Medical,57,93,85,56,62,Intermediate,Doctor
PCB,Research,65,57,61,44,87,Advanced,Nurse
PCMB,Biotech,75,41,99,60,53,Beginner,Bioinformatics Scientist
PCM,Data,72,71,43,45,42,Beginner,Data Scientist
PCMB,AI,96,51,98,99,41,Beginner,Bioinformatics Scientist
Arts,Design,43,99,83,47,61,Intermediate,Lawyer
Arts,Design,45,60,94,72,49,Beginner,Journalist
Commerce,Marketing,49,74,79,63,90,Advanced,Chartered Accountant
Commerce,Finance,78,47,84,46,95,Advanced,Chartered Accountant
PCMB,Research,48,54,77,71,71,Intermediate,Biomedical Engineer
PCMB,Research,69,82,73,70,70,Intermediate,Genetic Engineer
Commerce,Marketing,86,81,57,76,61,Intermediate,Investment Banker
PCMB,AI,44,73,88,82,97,Advanced,Bioinformatics Scientist
Commerce,Marketing,43,52,41,92,52,Beginner,Financial Analyst
Commerce,Marketing,70,72,88,60,56,Beginner,Financial Analyst
Arts,Writing,66,95,69,64,43,Beginner,Psychologist
Commerce,Finance,91,79,88,93,56,Beginner,Investment Banker
PCMB,Biotech,55,51,41,88,51,Beginner,Bioinformatics Scientist
PCMB,Biotech,51,63,77,71,79,Intermediate,Biomedical Engineer
Arts,Human Behavior,95,80,43,76,66,Intermediate,Journalist
PCMB,Biotech,59,71,92,47,47,Beginner,Genetic Engineer
Arts,Human Behavior,63,96,59,57,53,Beginner,Journalist
PCB,Healthcare,51,91,95,48,84,Advanced,Nurse
PCB,Research,78,55,45,83,66,Intermediate,Doctor
Arts,Human Behavior,59,79,50,47,59,Beginner,Journalist
Arts,Human Behavior,65,77,67,77,96,Advanced,Psychologist
Commerce,Finance,71,48,81,40,100,Advanced,Business Analyst
Commerce,Finance,58,79,87,81,80,Intermediate,Chartered Accountant
Arts,Writing,84,79,65,97,79,Intermediate,Psychologist
Arts,Human Behavior,46,87,61,76,88,Advanced,Psychologist
Commerce,Marketing,46,96,63,84,53,Beginner,Business Analyst
PCB,Research,88,62,94,76,56,Beginner,Nurse
Arts,Design,51,71,65,100,93,Advanced,Lawyer
Commerce,Business,46,59,54,51,86,Advanced,Financial Analyst
PCMB,AI,71,100,65,91,86,Advanced,Genetic Engineer
Commerce,Business,66,68,72,84,70,Intermediate,Business Analyst
PCMB,Research,80,89,67,67,63,Intermediate,Biomedical Engineer
PCMB,Biotech,55,44,94,75,55,Beginner,Bioinformatics Scientist
PCB,Healthcare,92,95,71,64,61,Intermediate,Nutritionist
PCMB,Research,42,67,91,85,95,Advanced,Bioinformatics Scientist
Commerce,Business,48,72,64,56,88,Advanced,Financial Analyst
PCB,Medical,46,96,82,57,55,Beginner,Pharmacist
PCM,AI,78,44,79,40,50,Beginner,Software Developer
Commerce,Finance,54,85,62,81,62,Intermediate,Investment Banker
PCB,Research,63,43,62,73,61,Intermediate,Nurse
Commerce,Finance,50,58,42,61,70,Intermediate,Financial Analyst
PCM,Data,59,73,41,75,54,Beginner,Civil Engineer
PCM,Data,47,69,71,77,78,Intermediate,AI Engineer
Commerce,Marketing,82,75,80,50,83,Advanced,Business Analyst
PCM,Engineering,95,94,93,64,96,Advanced,AI Engineer
PCMB,AI,41,99,58,74,70,Intermediate,Genetic Engineer
PCMB,AI,69,41,48,75,69,Intermediate,Bioinformatics Scientist
PCMB,Biotech,70,45,77,94,58,Beginner,Biomedical Engineer
PCMB,AI,44,51,49,86,50,Beginner,Genetic Engineer
Commerce,Marketing,42,96,64,98,90,Advanced,Financial Analyst
PCMB,AI,75,60,64,78,41,Beginner,Bioinformatics Scientist
PCB,Healthcare,58,87,48,98,99,Advanced,Doctor
Arts,Human Behavior,99,48,97,96,95,Advanced,Graphic Designer
PCM,Data,62,75,45,98,46,Beginner,Data Scientist
Arts,Design,53,58,52,65,56,Beginner,Journalist
Arts,Writing,70,40,94,46,40,Beginner,Lawyer
PCM,Data,54,43,58,97,69,Intermediate,Software Developer
PCM,Technology,53,75,51,75,91,Advanced,Mechanical Engineer
Arts,Design,77,95,63,80,43,Beginner,Graphic Designer
PCB,Research,58,86,73,54,68,Intermediate,Doctor
Arts,Writing,91,71,90,73,57,Beginner,Journalist
PCM,Engineering,96,71,87,79,91,Advanced,Software Developer
Arts,Human Behavior,42,61,69,64,80,Intermediate,Psychologist
PCM,AI,96,58,98,74,73,Intermediate,Civil Engineer
Commerce,Business,44,97,51,87,63,Intermediate,Financial Analyst
Commerce,Business,67,55,51,93,100,Advanced,Financial Analyst
Arts,Writing,89,98,76,57,74,Intermediate,Graphic Designer
PCM,AI,69,67,84,85,44,Beginner,Mechanical Engineer
PCMB,Biotech,90,94,88,81,54,Beginner,Genetic Engineer
PCM,Data,63,98,88,50,56,Beginner,Software Developer
PCM,AI,82,42,64,82,85,Advanced,AI Engineer
Arts,Writing,90,91,62,81,77,Intermediate,Journalist
Commerce,Finance,83,50,84,98,51,Beginner,Financial Analyst
PCM,Technology,69,86,85,86,89,Advanced,Data Scientist
PCB,Medical,60,81,88,67,42,Beginner,Biotechnologist
PCMB,Biotech,71,95,64,61,70,Intermediate,Bioinformatics Scientist
PCM,Data,66,69,87,69,42,Beginner,Mechanical Engineer
PCM,Technology,77,77,52,52,71,Intermediate,AI Engineer
PCMB,AI,61,88,92,42,67,Intermediate,Biomedical Engineer
Arts,Writing,61,73,45,58,58,Beginner,Graphic Designer
PCMB,Biotech,76,71,72,65,43,Beginner,Genetic Engineer
PCMB,Research,47,78,63,68,73,Intermediate,Genetic Engineer
PCM,Technology,40,89,46,79,42,Beginner,Mechanical Engineer
PCMB,Biotech,99,85,81,57,100,Advanced,Genetic Engineer
Commerce,Finance,89,59,49,62,77,Intermediate,Chartered Accountant
Arts,Human Behavior,83,100,83,71,98,Advanced,Graphic Designer
PCMB,Biotech,62,83,88,79,58,Beginner,Bioinformatics Scientist
Arts,Writing,49,55,41,82,58,Beginner,Lawyer
PCMB,AI,96,88,79,100,43,Beginner,Bioinformatics Scientist
PCM,Data,65,78,53,62,88,Advanced,Software Developer
PCM,Data,42,71,42,84,82,Advanced,Software Developer
PCB,Healthcare,67,79,66,67,93,Advanced,Doctor
PCMB,Research,99,99,80,50,99,Advanced,Genetic Engineer
Arts,Design,58,66,63,70,64,Intermediate,Psychologist
Commerce,Business,55,89,100,81,64,Intermediate,Business Analyst
PCMB,Biotech,52,42,97,60,81,Advanced,Genetic Engineer
Arts,Writing,47,87,42,47,83,Advanced,Journalist
PCM,Engineering,40,81,93,44,71,Intermediate,AI Engineer
PCMB,Biotech,83,53,64,76,86,Advanced,Biomedical Engineer
PCMB,Research,94,55,77,64,63,Intermediate,Genetic Engineer
PCMB,Research,62,64,40,65,82,Advanced,Biomedical Engineer
Commerce,Business,76,40,55,71,60,Beginner,Business Analyst
Commerce,Finance,72,100,77,94,41,Beginner,Investment Banker
PCB,Medical,41,60,60,71,64,Intermediate,Microbiologist
Arts,Writing,65,68,44,97,98,Advanced,Journalist
PCMB,AI,76,41,87,58,87,Advanced,Biomedical Engineer
PCB,Research,69,81,46,84,93,Advanced,Biotechnologist
Commerce,Business,83,63,79,80,67,Intermediate,Business Analyst
PCM,Engineering,45,82,81,98,83,Advanced,Data Scientist
PCM,Engineering,59,59,63,53,54,Beginner,Civil Engineer
Arts,Design,73,41,93,91,84,Advanced,Journalist
Commerce,Business,93,68,84,53,68,Intermediate,Investment Banker
PCB,Research,43,49,97,50,53,Beginner,Microbiologist
Arts,Writing,52,49,71,71,65,Intermediate,Lawyer
PCMB,AI,95,43,99,79,98,Advanced,Biomedical Engineer
PCMB,AI,53,98,56,42,50,Beginner,Bioinformatics Scientist
PCB,Healthcare,73,54,88,80,45,Beginner,Nurse
Commerce,Marketing,51,55,97,41,90,Advanced,Business Analyst
PCMB,AI,81,89,55,76,42,Beginner,Genetic Engineer
Arts,Design,98,83,96,82,75,Intermediate,Journalist
Arts,Design,46,60,100,86,90,Advanced,Psychologist
PCM,Technology,87,83,67,81,86,Advanced,Data Scientist
Arts,Design,64,77,93,75,79,Intermediate,Psychologist
PCM,Engineering,46,60,60,76,98,Advanced,Mechanical Engineer
PCMB,AI,40,51,87,53,88,Advanced,Bioinformatics Scientist
Arts,Human Behavior,61,48,93,60,67,Intermediate,Journalist
PCB,Medical,87,63,97,64,92,Advanced,Nurse
PCB,Medical,73,55,77,87,48,Beginner,Nutritionist
Commerce,Business,50,52,92,82,85,Advanced,Chartered Accountant
Commerce,Business,93,68,59,69,100,Advanced,Business Analyst
PCM,Technology,61,62,60,67,47,Beginner,Mechanical Engineer
PCM,Data,91,65,77,53,91,Advanced,Civil Engineer
PCB,Healthcare,78,41,74,57,50,Beginner,Doctor
PCMB,Biotech,93,71,72,61,80,Intermediate,Bioinformatics Scientist
Arts,Human Behavior,42,100,96,42,60,Beginner,Journalist
PCMB,Biotech,88,87,93,71,66,Intermediate,Genetic Engineer
PCM,AI,50,40,82,96,60,Beginner,Software Developer
PCB,Medical,55,72,93,72,93,Advanced,Biotechnologist
Commerce,Marketing,61,76,83,40,85,Advanced,Chartered Accountant
Arts,Writing,56,98,54,73,94,Advanced,Graphic Designer
PCM,Technology,70,56,51,53,49,Beginner,Mechanical Engineer
PCB,Medical,65,100,80,90,44,Beginner,Pharmacist
PCM,Engineering,65,57,70,65,42,Beginner,Mechanical Engineer
PCMB,Biotech,41,97,88,87,86,Advanced,Biomedical Engineer
Arts,Writing,51,49,60,77,88,Advanced,Psychologist
PCM,Technology,86,81,69,48,45,Beginner,Mechanical Engineer
PCMB,Biotech,85,42,70,82,100,Advanced,Bioinformatics Scientist
Commerce,Business,66,90,60,98,92,Advanced,Business Analyst
PCB,Medical,51,84,75,93,70,Intermediate,Nurse
Arts,Design,78,59,88,75,77,Intermediate,Graphic Designer
PCB,Healthcare,73,59,81,62,77,Intermediate,Doctor
Commerce,Marketing,43,56,87,83,76,Intermediate,Chartered Accountant
Commerce,Marketing,99,40,41,70,65,Intermediate,Chartered Accountant
PCMB,Research,72,68,72,65,47,Beginner,Biomedical Engineer
PCB,Medical,90,57,46,47,70,Intermediate,Biotechnologist
PCB,Medical,56,44,52,66,59,Beginner,Biotechnologist
Arts,Writing,76,98,67,54,41,Beginner,Lawyer
PCM,Engineering,58,57,62,64,56,Beginner,Data Scientist
PCB,Healthcare,93,84,84,88,58,Beginner,Doctor
Commerce,Marketing,60,89,88,82,43,Beginner,Financial Analyst
PCMB,Biotech,77,85,99,82,79,Intermediate,Biomedical Engineer
Commerce,Marketing,74,64,95,88,86,Advanced,Chartered Accountant
Commerce,Business,44,72,47,40,79,Intermediate,Investment Banker
PCMB,AI,79,61,61,63,87,Advanced,Biomedical Engineer
Commerce,Finance,66,51,61,80,48,Beginner,Business Analyst
PCMB,Biotech,69,85,43,66,62,Intermediate,Genetic Engineer
PCB,Healthcare,84,59,81,85,78,Intermediate,Nutritionist
PCMB,AI,73,97,47,83,61,Intermediate,Bioinformatics Scientist
PCB,Medical,95,43,98,70,56,Beginner,Microbiologist
Commerce,Marketing,45,97,55,90,79,Intermediate,Business Analyst
PCM,Engineering,79,81,43,61,71,Intermediate,Data Scientist
Commerce,Marketing,76,83,57,59,77,Intermediate,Business Analyst
PCMB,Biotech,66,75,96,47,42,Beginner,Biomedical Engineer
PCB,Research,100,91,97,78,98,Advanced,Nutritionist
Commerce,Finance,63,64,93,40,96,Advanced,Financial Analyst
Arts,Human Behavior,91,57,51,63,89,Advanced,Lawyer
PCM,AI,89,68,92,70,98,Advanced,Civil Engineer
PCMB,Research,67,42,74,59,63,Intermediate,Genetic Engineer
Commerce,Business,92,74,76,44,45,Beginner,Investment Banker
Commerce,Marketing,56,71,50,50,94,Advanced,Investment Banker
PCMB,Research,83,67,64,53,62,Intermediate,Biomedical Engineer
Commerce,Finance,78,86,84,64,49,Beginner,Financial Analyst
Arts,Writing,99,62,60,66,52,Beginner,Lawyer
PCMB,Research,96,43,91,51,49,Beginner,Biomedical Engineer
Arts,Human Behavior,94,81,40,99,99,Advanced,Lawyer
Arts,Human Behavior,94,87,60,45,50,Beginner,Journalist
Arts,Design,66,78,82,71,66,Intermediate,Graphic Designer
PCM,AI,79,69,41,87,100,Advanced,Civil Engineer
PCM,Data,49,93,94,99,56,Beginner,Civil Engineer
PCMB,Research,51,83,77,79,98,Advanced,Bioinformatics Scientist
Commerce,Business,72,50,86,76,65,Intermediate,Investment Banker
PCM,AI,96,57,96,74,50,Beginner,Mechanical Engineer
PCMB,Biotech,77,45,59,88,69,Intermediate,Biomedical Engineer
PCMB,Biotech,57,75,73,64,92,Advanced,Genetic Engineer
Commerce,Finance,46,48,75,67,41,Beginner,Business Analyst
Arts,Human Behavior,78,94,58,92,96,Advanced,Journalist
PCM,AI,55,66,100,66,61,Intermediate,Data Scientist
PCB,Healthcare,47,72,45,46,82,Advanced,Pharmacist
PCM,Engineering,88,85,75,41,50,Beginner,Data Scientist
PCMB,Biotech,64,42,76,40,85,Advanced,Genetic Engineer
PCM,Technology,51,64,82,45,47,Beginner,Civil Engineer
PCB,Medical,48,89,47,83,82,Advanced,Nurse
PCB,Medical,98,58,74,99,91,Advanced,Doctor
PCMB,AI,96,94,94,67,55,Beginner,Biomedical Engineer
PCMB,AI,84,57,51,60,89,Advanced,Biomedical Engineer
PCB,Research,66,71,98,74,74,Intermediate,Doctor
PCM,Data,80,40,72,96,61,Intermediate,Civil Engineer
PCB,Healthcare,47,58,52,51,90,Advanced,Biotechnologist
PCMB,Research,50,80,63,71,89,Advanced,Biomedical Engineer
PCMB,Biotech,67,40,77,47,84,Advanced,Biomedical Engineer
PCB,Medical,90,81,86,93,81,Advanced,Doctor
Commerce,Business,61,98,53,97,89,Advanced,Financial Analyst
PCM,Data,95,94,93,97,69,Intermediate,Civil Engineer
Commerce,Business,87,50,94,65,83,Advanced,Chartered Accountant
PCB,Research,60,68,46,57,95,Advanced,Doctor
Arts,Design,67,75,84,48,78,Intermediate,Journalist
PCMB,AI,85,56,97,75,61,Intermediate,Biomedical Engineer
PCB,Healthcare,88,74,60,50,89,Advanced,Doctor
PCMB,AI,69,54,72,87,93,Advanced,Bioinformatics Scientist
Commerce,Finance,83,100,52,45,87,Advanced,Investment Banker
PCMB,Biotech,79,85,62,69,80,Intermediate,Genetic Engineer
PCMB,Biotech,48,54,82,74,76,Intermediate,Bioinformatics Scientist
PCB,Medical,65,62,80,45,62,Intermediate,Pharmacist
Arts,Design,82,42,99,78,96,Advanced,Graphic Designer
PCB,Healthcare,92,66,53,46,73,Intermediate,Doctor
Arts,Human Behavior,42,54,91,89,81,Advanced,Psychologist
Commerce,Business,99,63,88,86,63,Intermediate,Financial Analyst
Commerce,Marketing,70,48,75,56,46,Beginner,Chartered Accountant
PCM,Engineering,84,58,48,53,56,Beginner,Civil Engineer
Commerce,Business,61,47,51,79,68,Intermediate,Investment Banker
Arts,Design,76,68,100,42,72,Intermediate,Psychologist
PCB,Medical,46,58,64,57,76,Intermediate,Biotechnologist
PCM,AI,62,59,66,67,48,Beginner,Mechanical Engineer
PCM,Engineering,58,42,45,94,54,Beginner,Software Developer
Commerce,Marketing,58,64,79,91,83,Advanced,Chartered Accountant
PCB,Medical,66,62,64,80,72,Intermediate,Nutritionist
PCB,Medical,82,64,43,43,79,Intermediate,Microbiologist
PCMB,Biotech,98,57,72,55,66,Intermediate,Genetic Engineer
Commerce,Business,91,83,47,61,74,Intermediate,Chartered Accountant
Arts,Writing,84,64,83,80,49,Beginner,Journalist
Commerce,Marketing,86,50,83,67,59,Beginner,Chartered Accountant
PCM,Data,44,91,90,42,57,Beginner,Data Scientist
PCM,Engineering,65,52,83,56,53,Beginner,Software Developer
Arts,Human Behavior,58,73,84,79,62,Intermediate,Journalist
Arts,Design,88,69,57,51,85,Advanced,Lawyer
PCM,Data,95,64,73,69,79,Intermediate,Software Developer
PCMB,Biotech,79,74,46,100,41,Beginner,Bioinformatics Scientist
PCMB,Research,68,55,75,69,43,Beginner,Biomedical Engineer
PCB,Research,76,83,65,55,53,Beginner,Doctor
PCM,Engineering,47,47,40,86,74,Intermediate,Civil Engineer
Commerce,Finance,91,49,91,73,100,Advanced,Business Analyst
PCM,Technology,60,93,53,94,95,Advanced,Civil Engineer
Commerce,Marketing,76,50,44,90,75,Intermediate,Investment Banker
Commerce,Finance,58,65,89,59,53,Beginner,Investment Banker
Arts,Human Behavior,94,53,94,71,89,Advanced,Psychologist
Commerce,Finance,55,58,99,86,50,Beginner,Chartered Accountant
PCM,Technology,95,89,79,56,45,Beginner,Civil Engineer
PCMB,Biotech,80,57,71,64,59,Beginner,Bioinformatics Scientist
PCMB,AI,65,80,59,47,83,Advanced,Biomedical Engineer
PCB,Medical,84,63,97,77,95,Advanced,Microbiologist
Arts,Human Behavior,46,40,49,51,85,Advanced,Psychologist
PCB,Medical,65,85,61,54,67,Intermediate,Nutritionist
PCMB,Biotech,57,65,61,81,53,Beginner,Biomedical Engineer
PCB,Healthcare,93,63,88,41,56,Beginner,Pharmacist
Arts,Design,95,50,53,97,89,Advanced,Graphic Designer
PCMB,AI,40,54,64,75,62,Intermediate,Genetic Engineer
Arts,Human Behavior,74,69,53,51,67,Intermediate,Psychologist
PCM,AI,47,64,83,93,69,Intermediate,Civil Engineer
PCMB,AI,89,85,87,62,43,Beginner,Biomedical Engineer
PCMB,Biotech,81,44,46,40,72,Intermediate,Genetic Engineer
Arts,Design,86,65,54,58,94,Advanced,Lawyer
Commerce,Finance,59,82,89,75,64,Intermediate,Chartered Accountant
